1900	1	Arthur Collins 	I�d Leave My Happy Home for You
1900	2	Arthur Collins 	Mandy Lee
1900	3	Steve Porter 	A Bird in a Gilded Cage
1900	4	George J. Gaskin 	When Chloe Sings a Song
1900	5	Jere Mahoney 	A Bird in a Gilded Cage
1900	6	Jere Mahoney 	When You Were Sweet Sixteen
1900	7	Bryon G. Harlan 	The Blue and the Gray (The Mother�s Gift to Her Country)
1900	8	Len Spencer 	Ma Tiger Lily
1900	9	Dan Quinn 	Strike Up the Band, Here Comes a Sailor
1900	10	Arthur Collins 	Ma Tiger Lily
1900	11	Joseph Natus 	The Fatal Rose of Red
1900	12	Haydn Quartet 	Because
1900	13	Harry MacDonough 	I Can�t Tell You Why I Love You But I Do
1900	14	George J. Gaskin 	When You Were Sweet Sixteen
1900	15	Jere Mahoney 	For Old Times� Sake
1901	1	Albert Campbell 	Ma Blushin� Rosie
1901	2	Arthur Collins & Joe Natus 	Coon! Coon! Coon!
1901	3	John Philip Sousa 	The Stars and Stripes Forever
1901	4	Big Four Quartet 	Goodbye Dolly Gray
1901	5	S.H. Dudley 	When Reuben Comes to Town
1901	6	Harry MacDonough with Grace Spencer 	Tell Me, Pretty Maiden
1901	7	Bryon G. Harlan with Frank Stanley, Joe Belmont, & the Florodora Girls 	Tell Me, Pretty Maiden
1901	8	Bryon G. Harlan 	Hello Central, Give Me Heaven
1901	9	Cal Stewart 	Jim Lawson�s Horse Trade with Deacon Witherspoon
1901	10	S.H. Dudley & Harry MacDonough 	Sweet Annie Moore
1901	11	J.W. Myers 	In the Shade of the Palm
1901	12	Cal Stewart 	Uncle Josh's Huskin' Bee Dance
1901	13	Bert Williams & George Walker 	Good Morning, Carrie
1901	14	Harry MacDonough 	The Tale of a Bumblebee
1901	15	Dan Quinn 	Good Evening, Carrie
1901	16	Harry MacDonough 	Absence Makes the Heart Grow Fonder
1901	17	Harry MacDonough 	I�ll Be with You When the Roses Bloom Again
1901	18	Will Denny 	Any Old Place I Can Hang My Hat Is Home Sweet Home to Me
1902	1	Sousa�s Band 	Creole Belles
1902	2	Metropolitan Orchestra 	Creole Bells
1902	3	Len Spencer 	The Arkansaw Traveler
1902	4	J.W. Myers 	Way Down Yonder in the Cornfield (Alabama)
1902	5	J. Aldrich Libbey 	On a Sunday Afternoon
1902	6	J.W. Myers 	On a Sunday Afternoon
1902	7	J.W. Myers 	Way Down in Old Indiana
1902	8	Dan Quinn 	Rip Van Winkle Was a Lucky Man
1902	9	Arthur Collins 	Bill Bailey, Won�t You Please Come Home
1902	10	Arthur Collins 	Please Go �Way and Let Me Sleep
1902	11	Dan Quinn 	Bill Bailey, Won�t You Please Come Home
1902	12	Harry MacDonough 	In the Good Old Summertime
1902	13	Bryon G. Harlan 	The Mansion of Aching Hearts
1902	14	Harry MacDonough 	The Mansion of Aching Hearts
1902	15	J.W. Myers 	In the Good Old Summertime
1902	16	Dan Quinn 	Mr. Dooley
1902	17	Arthur Collins 	Under the Bamboo Tree
1903	1	Arthur Collins & Bryon G. Harlan 	Down Where the Wurzburger Flows
1903	2	Mina Hickman 	Come Down Ma Evening Star
1903	3	Haydn Quartet 	In the Good Old Summertime
1903	4	Harry MacDonough 	Hiawatha (His Song to Minnehaha)
1903	5	John Philip Sousa�s Band with Harry MacDonough & S.H. Dudley 	In the Good Old Summertime
1903	6	Harry MacDonough with John Bieling 	In the Sweet Bye and Bye
1903	7	Henry Burr 	Come Down Ma Evening Star
1903	8	Cal Stewart 	Uncle Josh on an Automobile
1903	9	Mina Hickman 	Congo Love Song
1903	10	Arthur Collins & Bryon G. Harlan 	Hurrah for Baffin�s Bay
1903	11	Bryon G. Harlan 	Always in the Way
1903	12	Arthur Collins 	Goodbye Eliza Jane
1903	13	Billy Murray 	Bedelia
1903	14	Arthur Collins 	Any Rags?
1904	1	Haydn Quartet 	Bedelia
1904	2	Billy Murray 	Navajo
1904	3	Richard Jose 	Silver Threads Among the Gold
1904	4	Bryon G. Harlan & Frank Stanley 	Blue Bell
1904	5	Haydn Quartet with Harry MacDonough 	Blue Bell
1904	6	Corinne Morgan with Haydn Quartet 	Toyland
1904	7	Billy Murray 	Meet Me in St. Louis, Louis
1904	8	Billy Murray 	Come Take a Trip in My Airship
1904	9	Bryon G. Harlan 	All Aboard for Dreamland
1904	10	Billy Murray 	Alexander (Don't You Love Your Baby No More?)
1904	11	Haydn Quartet 	Sweet Adeline (You�re the Flower of My Heart)
1904	12	Mina Hickman 	Goodbye Little Girl, Goodbye
1904	13	Billy Murray 	Teasing (I Was Only Teasing You)
1904	14	Bob Roberts 	I May Be Crazy, But I Ain't No Fool
1904	15	Columbia Male Quartet 	Sweet Adeline (You�re the Flower of My Heart)
1905	1	Bob Roberts 	Back Back Back to Baltimore
1905	2	 Billy Murray �Yankee Doodle Boy� (aka 	I�m a Yankee Doodle Dandy
1905	3	Henry Burr (as Irving Gillette) 	In the Shade of the Old Apple Tree
1905	4	Arthur Collins 	The Preacher and the Bear
1905	5	Billy Murray 	Give My Regards to Broadway
1905	6	Ada Jones 	Keep a Little Cosey Corner in Your Heart for Me
1905	7	Corinne Morgan with Haydn Quartet 	Dearie
1905	8	Arthur Collins 	My Irish Molly-O
1905	9	Bryon G. Harlan 	Would You Care?
1905	10	Billy Murray 	In My Merry Oldsmobile
1905	11	Bryon G. Harlan 	Wait Till the Sun Shines, Nellie
1905	12	Bryon G. Harlan 	Where the Morning Glories Twine Around the Door
1906	1	Billy Murray 	Everybody Works But Father
1906	2	Corinne Morgan with the Haydn Quartet 	How'd You Like to Spoon with Me?
1906	3	Bryon G. Harlan 	Wait Till the Sun Shines, Nellie
1906	4	Harry Tally 	Wait Till the Sun Shines, Nellie
1906	5	Harry MacDonough 	Dearie
1906	6	Haydn Quartet with Harry MacDonough 	Will You Love Me in December As You Do in May?
1906	7	Corinne Morgan 	So Long Mary
1906	8	Billy Murray �You�re a Grand Old Flag (aka 	The Grand Old Rag
1906	9	Ada Jones 	Waiting at the Church (My Wife Won't Let Me)
1906	10	Bert Williams 	Nobody
1906	11	Billy Murray & the Haydn Quartet 	Waltz Me Around Again, Willie
1906	12	Bryon G. Harlan 	The Good Old U.S.A.
1906	13	Albert Campbell 	Love Me and the World Is Mine
1906	14	Henry Burr 	Love Me and the World Is Mine
1906	15	Bryon G. Harlan 	Won't You Come Over to My House?
1906	16	Bert Williams 	Let It Alone
1907	1	Arthur Collins & Byron G. Harlan 	Arrah Wanna
1907	2	Albert Collins & Bryon G. Harlan 	Camp Meetin� Time
1907	3	Bert Williams 	He�s a Cousin of Mine
1907	4	Billy Murray with the Haydn Quartet 	Arrah Wanna
1907	5	Bryon G. Harlan 	My Gal Sal
1907	6	Helen Trix 	The Bird on Nellie�s Hat
1907	7	Vesta Victoria 	Poor John!
1907	8	Ada Jones 	I Just Can't Make My Eyes Behave
1907	9	Ada Jones 	Poor John!
1907	10	Billy Murray 	San Antonio (Cowboy Song)
1907	11	Harry MacDonough with Elise Stevenson 	Because You�re You
1907	12	Bryon G. Harlan 	School Days (When We Were a Couple of Kids)
1907	13	Billy Murray 	San Antonio (Cowboy Song)
1907	14	Bryon G. Harlan 	Nobody�s Little Girl
1907	15	Enrico Caruso 	Pagliacci, Act I: Vesti La Giubba (On with the Play) (new version)
1907	16	Billy Murray 	Harrigan
1907	17	Ada Jones & Billy Murray 	Let's Take an Old-Fashioned Walk
1908	1	Harry MacDonough 	My Dear
1908	2	Bryon G. Harlan 	Two Blue Eyes (Two Little Baby Shoes)
1908	3	Billy Murray 	The Best I Get Is Much Obliged to You
1908	4	Billy Murray 	Under Any Old Flag at All
1908	5	Elise Stevenson & Harry MacDonough 	I Love You So (Merry Widow Waltz)
1908	6	Victor Orchestra 	I Love You So (Merry Widow Waltz)
1908	7	Alan Turner 	As Long As the World Rolls On
1908	8	Billy Murray 	I'm Afraid to Come Home in the Dark
1908	9	Ada Jones & Billy Murray 	Wouldn't You Like to Have Me for a Sweetheart?
1908	10	Victor Orchestra 	The Glow-Worm
1908	11	Lucy Isabell Marsh 	The Glow-Worm
1908	12	Elise Stevenson 	Are You Sincere?
1908	13	Ada Jones & Billy Murray 	When We Are M-A-R-R-I-E-D
1908	14	Billy Murray with the Haydn Quartet 	Take Me Out to the Ball Game
1908	15	Harvey Hindermeyer 	Take Me Out to the Ball Game
1908	16	Arthur Collins & Byron G. Harlan 	Down in Jungle Town
1908	17	Ada Jones & Billy Murray 	Cuddle Up a Little Closer, Lovey Mine
1908	18	Haydn Quartet with Harry MacDonough 	Sunbonnet Sue
1909	1	Frank Stanley & Elise Stevenson 	Good Evening, Caroline
1909	2	Eddie Morton 	The Right Church But the Wrong Pew
1909	3	Arthur Collns & Bryon G. Harlan 	The Right Church But the Wrong Pew
1909	4	Arthur Collins & Bryon G. Harlan 	The Right Church But the Wrong Pew
1909	5	Harry MacDonough & Miss Walton 	Shine on, Harvest Moon
1909	6	Arthur Collins & Byron G. Harlan 	Yip-I-Addy-I-Ay!
1909	7	Ada Jones & Billy Murray 	Shine on, Harvest Moon
1909	8	Blanche Ring 	Yip-I-Addy-I-Ay!
1909	9	Henry Burr 	To the End of the World with You
1909	10	Ada Jones 	My Pony Boy
1909	11	Ada Jones & the Victor Light Opera 	The Yama Yama Man
1909	12	Henry Burr 	I Wonder Who�s Kissing Her Now
1909	13	Blanche Ring 	I've Got Rings on My Fingers
1909	14	Ada Jones 	I've Got Rings on My Fingers
1909	15	Billy Murray with the Haydn Quartet 	By the Light of the Silvery Moon
1909	16	Haydn Quartet 	Put on Your Old Grey Bonnet
1910	1	Byron G. Harlan 	Put on Your Old Grey Bonnet
1910	2	Ada Jones 	Has Anybody Here Seen Kelly?
1910	3	Elizabeth Wheeler & Harry Anthony 	Meet Me Tonight in Dreamland
1910	4	Ada Jones 	Any Little Girl That's a Nice Little Girl Is the Right Little Girl for Me
1910	5	Sophie Tucker 	Some of These Days
1910	6	Bert Williams 	Play That Barber-Shop Chord
1911	1	Harry MacDonough & Lucy Isabelle Marsh 	Every Little Movement Has a Meaning All Its Own
1911	2	Arthur Clough 	Let Me Call You Sweetheart
1911	3	Ada Jones & Billy Murray with the American Quartet 	Come Josephine in My Flying Machine
1911	4	Arthur Collins & Byron G. Harlan 	Put Your Arms Around Me Honey (I Never Knew Any Girl Like You)
1911	5	Arthur Clough & the Brunswick Quartet 	Down by the Old Mill Stream
1911	6	Arthur Collins & Bryon G. Harlan 	Alexander�s Ragtime Band
1912	1	Billy Murray & the American Quartet 	Oh, You Beautiful Doll
1912	2	Arthur Collins & Byron G. Harlan 	Everybody�s Doing It Now
1912	3	American Quartet 	Moonlight Bay
1912	4	Heidelberg Quintet 	Waiting for the Robert E. Lee
1913	1	Henry Burr 	That�s How I Need You
1913	2	American Quartet 	On the Mississippi
1913	3	Ada Jones 	Row Row Row!
1913	4	Arthur Collins & Byron G. Harlan 	When the Midnight Choo Choo Leaves for Alabam�
1913	5	Henry Burr 	When I Lost You
1913	6	Henry Burr & Albert Campbell 	The Trail of the Lonesome Pine
1913	7	Al Jolson 	You Made Me Love You (I Didn't Want to Do It)
1913	8	Henry Burr 	Peg O� My Heart
1914	1	Harry MacDonough 	There�s a Girl in the Heart of Maryland (With a Heart That Belongs to Me)
1914	2	Billy Murray 	He�d Have to Get Under, Get Out and Get Under, to Fix Up His Automobile
1914	3	American Quartet 	Rebecca of Sunnybrook Farm
1914	4	Peerless Quartet 	This is the Life
1914	5	Arthur Collins & Byron G. Harlan 	I Love the Ladies
1914	6	Heidelberg Quintet 	By the Beautiful Sea
1914	7	Arthur Collins & Byron G. Harlan 	The Aba Daba Honeymoon
1914	8	Prince�s Orchestra 	Ballin� the Jack
1914	9	Henry Burr 	When You�re a Long, Long Way from Home
1914	10	Morton Harvey 	I Want to Go Back to Michigan (Down on the Farm)
1915	1	John McCormack 	It�s a Long, Long Way to Tipperary
1915	2	Peerless Quartet 	I Didn�t Raise My Boy to Be a Soldier
1915	3	George MacFarlane 	A Little Bit of Heaven (Shure, They Call It Ireland)
1915	4	Peerless Quartet 	I�m on My Way to Dublin Bay
1915	5	James F. Harrison & James Reed 	My Little Dream Girl
1915	6	Henry Burr 	When I Leave the World Behind
1915	7	Olive Kline (as Alice Green) with Edward Hamilton 	Hello Frisco!
1915	8	Harry MacDonough 	It�s Tulip Time in Holland
1915	9	James F. Harrison & James Reed 	My Sweet Adair
1915	10	Prince�s Orchestra 	Back Home in Tennessee
1916	1	Henry Burr 	M-O-T-H-E-R (A Word That Means the World to Me)
1916	2	John Barnes Wells 	Memories
1916	3	Henry Burr 	Goodbye, Good Luck, God Bless You (Is All That I Can Say)
1916	4	Al Jolson 	Yaaka Hula Hickey Dula
1916	5	Henry Burr 	Baby Shoes
1916	6	Billy Murray 	Pretty Baby
1916	7	Billy Murray 	There�s a Little Bit of Bad in Every Good Little Girl
1917	1	Orpheus Quartet 	Mammy�s Little Coal Black Rose
1917	2	Victor Military Band 	Poor Butterfly
1917	3	Van & Schenk 	For Me and My Gal
1917	4	Charles Harrison 	All the World Will Be Jealous of Me
1917	5	American Quartet 	Over There
1918	1	Original Dixieland Jazz Band 	Darktown Strutters� Ball
1918	2	Henry Burr 	Just a Baby�s Prayer at Twilight
1918	3	Henry Burr 	I�m Sorry I Made You Cry
1918	4	Billy Murray 	K-K-K-Katy (Stammering Song)
1918	5	Joseph C. Smith & Harry MacDonough 	Smiles
1919	1	Charles Harrison 	I�m Always Chasing Rainbows
1919	2	Charles Hart & Elliott Shaw 	Rose of No Man�s Land
1919	3	Henry Burr & Albert Campbell 	Till We Meet Again
1919	4	Nora Bayes 	How Ya Gonna Keep �Em Down on the Farm After They�ve Seen Paree
1919	5	Ben Selvin 	I�m Forever Blowing Bubbles
1919	6	John Steel 	A Pretty Girl Is Like a Melody
1919	7	Van & Schenk 	Mandy
1919	8	Henry Burr 	Oh, What a Pal Was Mary
1920	1	Elizabeth Spencer & Charles Hart 	Let the Rest of the World Go By
1920	2	Al Jolson 	I�ve Got My Captain Working for Me Now
1920	3	Ben Selvin 	Dardanella
1920	4	Ted Lewis 	When My Baby Smiles at Me
1920	5	Edith Day 	Alice Blue Gown
1920	6	Al Jolson 	Swanee
1920	7	Henry Burr 	Rose of Washington Square
1920	8	Art Hickman 	Hold Me
1920	9	John Steel 	The Love Nest
1920	10	Marion Harris 	St. Louis Blues
1920	11	Paul Whiteman�s Orchestra 	Whispering
1920	12	Art Hickman 	The Love Nest
1920	13	Paul Whiteman�s Orchestra 	The Japanese Sandman
1921	1	Al Jolson 	Avalon
1921	2	Paul Whiteman�s Orchestra 	Wang Wang Blues
1921	3	Gene Rodemich 	Margie
1921	4	Eddie Cantor 	Margie
1921	5	Al Jolson 	Yoo-Hoo
1921	6	Paul Whiteman�s Orchestra 	Bright Eyes
1921	7	Al Jolson 	O-H-I-O (O-My! O!)
1921	8	Marion Harris 	Look for the Silver Lining
1921	9	Paul Whiteman�s Orchestra 	My Mammy
1921	10	Van & Schenck 	Ain�t We Got Fun?
1921	11	Nora Bayes 	Make Believe
1921	12	Paul Whiteman�s Orchestra 	Cherie
1921	13	Ted Lewis 	All by Myself
1921	14	Billy Jones as Victor Roberts 	Peggy O�Neil
1921	15	Paul Whiteman�s Orchestra 	Song of India
1921	16	Ted Lewis 	Ma, He�s Making Eyes at Me
1921	17	Paul Whiteman�s Orchestra 	Say It with Music
1921	18	Isham Jones 	Wabash Blues
1922	1	Al Jolson 	April Showers
1922	2	Ray Miller 	The Sheik of Araby
1922	3	Fanny Brice 	My Man
1922	4	Ray Miller 	On the Gin-Gin-Ginny Shore
1922	5	Al Jolson 	Angel Child
1922	6	Paul Whiteman�s Orchestra 	Three O�Clock in the Morning
1922	7	Isham Jones 	On the Alamo
1922	8	Paul Whiteman�s Orchestra 	Stumbling
1922	9	Paul Whiteman�s Orchestra 	Do It Again
1922	10	Ernest Hare & Billy Jones 	Mr. Gallagher & Mr. Shean
1922	11	Paul Whiteman�s Orchestra 	Hot Lips
1922	12	Gallagher & Shean 	Mr. Gallagher & Mr. Shean
1922	13	Henry Burr 	My Buddy
1923	1	Van & Schenck 	Carolina in the Morning
1923	2	Paul Whiteman�s Orchestra 	I�ll Build a Stairway to Paradise
1923	3	Al Jolson 	Toot Toot Tootsie (Goo�bye)
1923	4	Nora Bayes 	Lovin� Sam, the Sheik of Alabam�
1923	5	Paul Specht 	When Hearts Are Young
1923	6	Marion Harris 	Aggravatin� Papa
1923	7	Paul Whiteman�s Orchestra 	Parade of the Wooden Soldiers
1923	8	Sophie Tucker 	You�ve Got to See Mama Ev�ry Night or You Can�t See Mama at All
1923	9	Paul Whiteman�s Orchestra 	Bambalina
1923	10	Carl Fenton 	Love Sends a Little Gift of Roses
1923	11	Isham Jones 	Who�s Sorry Now
1923	12	Art Landry 	Dreamy Melody
1923	13	Billy Jones 	Yes! We Have No Bananas
1923	14	Bessie Smith 	Down Hearted Blues
1923	15	Ben Selvin 	Yes! We Have No Bananas
1923	16	Isham Jones 	Swingin� Down the Lane
1923	17	Henry Burr 	Just a Girl That Men Forget
1923	18	Billy Murray & Ed Smalle 	That Old Gang of Mine
1923	19	Paul Whiteman�s Orchestra 	I Love You
1923	20	Eddie Cantor 	No, No, Nora
1924	1	Fred Waring�s Pennsylvanians 	Sleep
1924	2	Arthur Gibbs 	Charleston
1924	3	Paul Whiteman�s Orchestra 	Linger Awhile
1924	4	Wendell Hall 	It Ain�t Gonna Rain No Mo�
1924	5	Ted Weems 	Somebody Stole My Gal
1924	6	Al Jolson 	California, Here I Come!
1924	7	Paul Whiteman�s Orchestra 	What�ll I Do?
1924	8	Isham Jones 	Spain
1924	9	Isham Jones 	It Had to Be You
1924	10	Fred Waring�s Pennsylvanians 	Memory Lane
1924	11	International Novelty Orchestra with Billy Murray 	Charley, My Boy
1924	12	Al Jolson 	I Wonder What�s Become of Sally?
1924	13	Paul Whiteman�s Orchestra 	Somebody Loves Me
1925	1	Al Jolson 	All Alone
1925	2	Paul Whiteman�s Orchestra 	All Alone
1925	3	Marion Harris 	Tea for Two
1925	4	Johm McCormack 	All Alone
1925	5	Isham Jones with Ray Miller�s Orchestra 	I�ll See You in My Dreams
1925	6	Blossom Seeley 	Alabamy Bound
1925	7	Ted Lewis 	O! Katharina
1925	8	Vernon Dalhart 	The Prisoner�s Song
1925	9	Gene Austin 	Yearning Just for You
1925	10	Ben Bernie 	Sweet Georgia Brown
1925	11	Eddie Cantor 	If You Knew Susie
1925	12	Fred Waring 	Collegiate
1925	13	Gene Austin with Billy Carpenter 	Yes Sir! That�s My Baby
1925	14	Ben Selvin 	Oh, How I Miss You Tonight
1925	15	Isham Jones 	Remember
1925	16	Ben Selvin 	Manhattan
1925	17	John McCormack 	Moonlight and Roses Bring Mem�ries of You
1926	1	George Olsen 	Who?
1926	2	Cliff Edwards 	Dinah
1926	3	Ben Bernie 	Sleepy Time Gal
1926	4	Al Jolson 	I�m Sitting on Top of the World
1926	5	George Olsen with Fran Frey, Bob Rice, & Edward Joyce 	Always
1926	6	Vincent Lopez 	Always
1926	7	Gene Austin 	Five Foot Two, Eyes of Blue
1926	8	Gene Austin with Fran Frey 	Horses
1926	9	�Whispering� Jack Smith 	Gimme a Lil� Kiss, Will Ya, Huh?
1926	10	Paul Whiteman�s Orchestra with Franklyn Baur 	Valencia (A Song of Spain)
1926	11	Al Jolson 	I�d Climb the Highest Mountain if I Knew I�d Find You
1926	12	Gene Austin 	Bye Bye, Blackbird
1926	13	Al Jolson 	When the Red, Red Robin Comes Bob-Bob-Bobbin� Along
1926	14	Jan Garber with Benny Davis 	Baby Face
1926	15	Johnny Marvin 	Breezin� Along with the Breeze
1926	16	Johnny Hamp 	Black Bottom
1926	17	Paul Whiteman�s Orchestra 	The Birth of the Blues
1926	18	Henry Burr 	Because I Love You
1927	1	Paul Whiteman�s Orchestra with Jack Fulton 	In a Little Spanish Town
1927	2	Sophie Tucker with Ted Lewis 	Some of These Days
1927	3	Ben Selvin 	Blue Skies
1927	4	Gene Austin 	Tonight You Belong to Me
1927	5	Paul Whiteman�s Orchestra 	It All Depends on You
1927	6	Ben Bernie 	Ain�t She Sweet?
1927	7	Nick Lucas 	I�m Looking Over a Four-Leaf Clover
1927	8	George Olsen 	At Sundown (When Love Is Calling Me Home)
1927	9	Roger Wolfe Kahn 	Russian Lullaby
1927	10	Moran & Mack 	Two Black Crows � Parts 1 & 2 (The Early Bird Catches the Worm)
1927	11	�Whispering� Jack Smith 	Me and My Shadow
1927	12	Gene Austin 	Forgive Me
1927	13	Guy Lombardo 	Charmaine!
1927	14	Ben Selvin 	Miss Annabelle Lee (Who�s Wonderful, Who�s Marvelous)
1927	15	Paul Whiteman�s Orchestra 	My Blue Heaven
1927	16	Red Nichols 	Ida, Sweet As Apple Cider
1927	17	Paul Whiteman�s Orchestra 	Just a Memory
1927	18	Gene Austin 	My Blue Heaven
1928	1	Paul Whiteman�s Orchestra 	Among My Souvenirs
1928	2	Paul Whiteman�s Orchestra 	Together
1928	3	Paul Whiteman�s Orchestra 	Ol� Man River
1928	4	Gene Austin 	Ramona
1928	5	Paul Whiteman�s Orchestra 	Ramona
1928	6	Fred Waring�s Pennsylvanians 	Laugh, Clown, Laugh!
1928	7	Paul Whiteman�s Orchestra 	My Angel (Angela Mia)
1928	8	Vincent Lopez 	My Angel (Angela Mia)
1928	9	Gene Austin 	Jeannine (I Dream of Lilac Time)
1928	10	Cliff Edwards as Ukelele Ike 	I Can�t Give You Anything But Love
1928	11	Al Jolson 	Sonny Boy
1928	12	Al Jolson 	There�s a Rainbow Round My Shoulder
1929	1	Ben Selvin with Jack Palmer 	You�re the Cream in My Coffee
1929	2	Guy Lombardo with Carmen Lombardo 	Sweethearts on Parade
1929	3	Gene Austin 	Carolina Moon
1929	4	Ruth Etting 	I�ll Get by As Long As I Have You
1929	5	George Olsen with Ethel Sutta 	A Precious Little Thing Called Love
1929	6	Rudy Vallee 	Weary River
1929	7	Rudy Vallee 	Honey
1929	8	Leo Reisman 	The Wedding of the Painted Doll
1929	9	Bob Haring with the Copley Plaza Orchestra 	Pagan Love Song
1929	10	Cliff Edwards as Ukelele Ike 	Singin� in the Rain
1929	11	Al Jolson 	Little Pal
1929	12	Ethel Waters 	Am I Blue?
1929	13	Nick Lucas 	Tip Toe Through the Tulips
1929	14	Paul Whiteman�s Orchestra 	Great Day
1930	1	Leo Reisman 	I�ll See You Again
1930	2	Roy Ingrahma 	Chant of the Jungle
1930	3	Paul Whiteman�s Orchestra with Bing Crosby, Al Rinker, Harry Barris, & Jack Fulton 	I�m a Dreamer, Aren�t We All?
1930	4	Ted Weems with Art Jarrett & Parker Gibbs 	The Man from the South with a Big Cigar in His Mouth
1930	5	Benny Meroff with Dusty Rhoades 	Happy Days Are Here Again
1930	6	Ben Selvin 	Happy Days Are Here Again
1930	7	Harry Richman 	Puttin� on the Ritz
1930	8	Rudy Vallee 	Stein Song (University of Maine)
1930	9	Leo Reisman 	What Is This Thing Called Love?
1930	10	Ruth Etting 	Exactly Like You
1930	11	Frank Luther with Carson Robison (as Bud & Joe Billings) 	When Your Hair Has Turned to Silver
1930	12	Hilo Hawaiian Orchestra with Frank Luther & Carson Robison 	When It's Springtime in the Rockies
1930	13	Ben Selvin 	When It's Springtime in the Rockies
